methane,air_quality,temperature,humidity,risk
151,77,43,33,Safe
386,86,34,50,Safe
586,184,38,84,Warning
929,526,28,83,Critical
64,575,32,47,Warning
665,319,35,51,Warning
308,220,44,73,Warning
692,66,42,76,Warning
840,118,36,45,Warning
763,282,45,90,Critical
272,500,33,33,Warning
511,50,30,48,Warning
572,210,26,51,Warning
780,363,25,68,High Risk
848,466,43,77,Critical
337,488,30,32,Warning
134,219,45,68,Warning
332,138,39,89,Warning
943,375,23,93,Critical
355,273,32,63,Warning
170,219,45,33,Warning
857,574,31,67,Critical
836,109,27,95,High Risk
143,67,25,79,Safe
163,169,30,58,Safe
699,567,34,67,High Risk
478,204,26,83,Warning
427,297,43,72,Warning
637,163,24,73,Warning
68,486,23,53,Warning
292,196,40,77,Safe
800,490,20,47,High Risk
963,482,21,45,High Risk
538,135,42,92,High Risk
112,208,40,95,Warning
887,162,43,74,High Risk
226,141,45,62,Safe
344,570,42,66,High Risk
803,258,23,45,High Risk
409,153,24,33,Safe
832,554,38,93,Critical
313,199,44,91,Warning
794,496,23,84,High Risk
620,436,41,61,High Risk
801,166,39,77,Warning
645,401,39,89,High Risk
847,146,38,83,Warning
535,420,39,34,High Risk
946,142,22,94,High Risk
119,571,25,94,High Risk
817,395,28,85,High Risk
830,279,28,87,High Risk
674,356,42,85,High Risk
318,192,26,80,Safe
593,549,40,42,High Risk
309,568,36,66,High Risk
231,142,38,38,Safe
494,66,33,38,Safe
886,519,21,39,Critical
292,523,39,47,High Risk
162,266,39,83,Safe
481,498,23,59,Warning
979,81,36,79,Warning
551,377,27,56,High Risk
907,85,31,54,Warning
432,392,23,64,Warning
458,354,27,89,High Risk
314,549,41,91,Critical
154,74,45,47,Safe
434,123,28,84,Safe
544,172,31,60,Warning
351,97,44,37,Warning
496,235,45,50,Warning
212,65,25,94,Safe
993,83,26,83,Warning
830,280,25,40,High Risk
186,417,33,54,Warning
563,370,23,43,High Risk
400,300,21,84,Warning
176,365,36,58,Warning
838,208,29,73,High Risk
390,340,30,72,Warning
62,431,31,41,Warning
111,444,21,41,Warning
707,196,33,83,Warning
249,104,36,80,Safe
145,301,34,77,Safe
818,219,42,57,High Risk
358,553,34,37,High Risk
633,280,35,71,Warning
84,278,43,61,Warning
444,74,42,59,Warning
582,589,33,81,High Risk
599,261,24,83,Warning
559,134,36,76,Warning
312,146,28,53,Safe
655,437,36,46,High Risk
479,273,40,30,Warning
390,385,30,72,Warning
714,118,44,54,Warning
831,474,39,37,High Risk
969,78,21,84,Warning
76,370,37,79,Warning
886,52,32,75,Warning
933,563,45,64,Critical
806,418,21,37,High Risk
820,500,34,85,High Risk
788,593,42,52,Critical
663,185,45,72,Warning
284,509,22,92,High Risk
469,94,41,32,Warning
651,247,28,91,High Risk
432,498,39,93,High Risk
868,416,33,72,High Risk
951,510,41,87,Critical
899,313,22,66,High Risk
481,485,36,30,Warning
560,436,34,84,High Risk
606,576,45,56,Critical
632,527,25,73,High Risk
392,94,21,40,Safe
799,320,26,95,High Risk
79,106,29,45,Safe
288,413,33,35,Warning
228,401,34,59,Warning
691,359,37,95,High Risk
997,337,32,40,High Risk
646,273,24,31,Warning
770,90,45,36,High Risk
990,362,27,93,Critical
517,181,24,44,Warning
900,543,33,56,Critical
831,240,44,63,High Risk
659,535,24,37,High Risk
697,361,26,85,High Risk
118,519,45,56,High Risk
451,477,28,94,High Risk
200,399,39,52,Warning
462,314,33,75,Warning
426,269,43,44,Warning
655,129,42,81,Warning
456,459,39,65,Warning
359,269,28,61,Warning
994,463,26,65,High Risk
628,151,30,52,Warning
149,459,37,71,Warning
765,494,34,93,Critical
840,429,21,93,Critical
972,345,40,82,High Risk
317,556,31,78,High Risk
635,100,22,84,Warning
654,266,41,93,High Risk
358,424,33,58,Warning
269,121,30,75,Safe
283,347,43,83,Warning
441,502,34,81,High Risk
699,478,36,55,High Risk
719,152,31,32,Warning
281,114,25,73,Safe
969,304,33,65,High Risk
222,565,23,79,Warning
442,246,36,36,Warning
783,87,45,77,High Risk
260,448,40,58,Warning
53,510,41,81,High Risk
214,312,28,95,Warning
503,171,43,88,High Risk
347,135,24,51,Safe
878,99,24,63,Warning
326,169,32,62,Safe
345,525,36,57,High Risk
175,219,33,92,Warning
771,422,33,71,High Risk
511,466,34,30,High Risk
404,383,44,65,High Risk
297,128,30,83,Safe
252,507,24,54,High Risk
983,90,32,76,Warning
707,215,30,59,Warning
308,415,38,56,Warning
975,63,27,81,Warning
439,96,38,63,Safe
905,559,36,80,Critical
900,345,39,68,High Risk
504,109,42,39,Warning
795,309,31,84,High Risk
824,561,20,47,Critical
929,358,28,42,High Risk
653,580,27,36,High Risk
120,539,34,58,Warning
855,422,34,67,High Risk
88,537,39,61,Warning
913,525,37,94,Critical
212,247,34,86,Warning
957,407,26,95,Critical
254,400,29,47,Warning
664,110,43,74,Warning
587,228,40,78,Warning
112,220,31,85,Safe
559,163,37,80,Warning
323,429,44,91,High Risk
120,588,30,55,Warning
242,91,44,33,Safe
771,344,31,56,High Risk
267,525,34,78,High Risk
868,501,37,71,Critical
550,308,40,38,Warning
292,417,20,50,Warning
458,475,42,71,High Risk
175,139,40,31,Safe
793,221,34,57,High Risk
848,258,45,31,High Risk
631,194,34,82,Warning
898,65,27,65,Warning
405,52,36,45,Safe
741,133,36,35,Warning
486,124,30,67,Safe
85,283,38,63,Safe
948,367,31,49,High Risk
111,151,32,66,Safe
945,395,33,52,High Risk
383,52,24,35,Safe
844,229,33,51,High Risk
228,301,28,61,Safe
711,281,31,89,High Risk
137,202,37,49,Safe
136,174,21,54,Safe
449,544,42,94,Critical
165,521,45,79,High Risk
292,257,39,40,Warning
927,230,22,43,High Risk
594,389,23,91,High Risk
813,280,35,33,High Risk
603,486,26,64,High Risk
533,176,42,51,Warning
666,58,42,44,Warning
637,595,30,36,High Risk
58,228,25,37,Safe
186,466,20,59,Warning
651,66,30,36,Warning
835,584,26,61,Critical
876,420,42,52,Critical
601,520,29,73,High Risk
449,57,45,82,Warning
896,526,34,66,Critical
241,171,30,63,Safe
298,425,30,64,Warning
343,385,40,63,Warning
244,295,33,85,Safe
902,117,39,72,Warning
546,472,26,52,High Risk
875,335,39,75,High Risk
641,339,45,83,High Risk
141,260,23,56,Safe
77,69,26,41,Safe
599,110,39,90,Warning
511,271,44,54,High Risk
449,309,43,71,Warning
115,468,32,46,Warning
71,76,35,47,Safe
305,118,42,78,Warning
524,556,31,64,High Risk
647,305,33,62,Warning
699,471,37,82,High Risk
866,430,29,59,High Risk
917,235,26,81,High Risk
763,127,40,91,High Risk
550,533,42,69,Critical
873,229,21,48,High Risk
257,529,45,32,High Risk
900,245,34,61,High Risk
360,90,22,52,Safe
792,209,44,90,Critical
431,220,40,45,Warning
952,220,39,79,High Risk
257,474,45,34,High Risk
989,399,34,51,High Risk
389,568,40,93,High Risk
351,131,43,30,Warning
861,527,41,57,Critical
623,329,42,42,High Risk
347,557,36,49,High Risk
635,590,35,47,High Risk
198,499,26,95,Warning
186,73,40,59,Safe
835,244,28,82,High Risk
195,171,43,92,Warning
239,428,38,90,Warning
612,394,40,70,High Risk
289,76,39,88,Warning
970,337,44,63,High Risk
249,309,29,78,Safe
861,259,23,86,High Risk
345,277,34,41,Warning
460,502,41,90,Critical
272,83,42,31,Warning
632,484,26,92,High Risk
386,555,21,42,High Risk
347,62,27,50,Safe
470,523,35,62,High Risk
173,219,30,82,Safe
325,569,44,44,High Risk
502,562,31,76,High Risk
506,435,32,86,High Risk
455,211,25,57,Warning
167,121,20,90,Safe
879,440,43,80,Critical
604,524,40,37,High Risk
494,432,42,48,High Risk
619,200,25,72,Warning
797,534,34,52,Critical
934,447,23,71,High Risk
589,183,20,87,Warning
799,383,43,40,Critical
321,81,39,42,Safe
456,524,37,74,High Risk
939,486,38,62,High Risk
587,133,21,67,Warning
136,565,42,63,High Risk
702,387,37,43,High Risk
912,149,32,53,Warning
449,512,21,82,High Risk
370,282,28,49,Warning
628,138,30,60,Warning
284,305,24,51,Warning
730,54,25,52,Warning
74,408,22,70,Warning
128,58,32,60,Safe
83,436,31,34,Warning
671,559,41,59,Critical
550,288,27,38,Warning
729,204,26,84,Warning
192,66,43,95,Warning
207,494,22,74,Warning
251,538,42,35,High Risk
797,472,35,86,Critical
864,184,29,77,Warning
767,221,35,30,High Risk
127,406,27,93,Warning
482,570,40,79,High Risk
840,300,40,66,High Risk
433,318,40,91,Warning
841,448,24,58,High Risk
97,265,31,68,Safe
528,390,31,33,High Risk
787,93,26,48,Warning
362,433,45,83,High Risk
827,530,20,71,Critical
683,538,27,84,High Risk
535,436,35,43,High Risk
126,382,33,77,Warning
583,132,24,45,Warning
90,527,29,60,Warning
335,147,33,88,Warning
949,234,26,60,High Risk
635,528,23,39,High Risk
992,73,35,46,Warning
675,363,36,41,High Risk
783,242,20,83,High Risk
181,286,20,70,Safe
272,64,38,81,Safe
204,595,30,61,Warning
618,129,44,67,Warning
737,70,28,47,Warning
900,363,27,46,High Risk
77,322,34,73,Safe
357,347,35,59,Warning
490,345,20,41,Warning
113,499,42,59,Warning
468,472,41,81,High Risk
955,552,33,52,Critical
609,425,45,67,High Risk
279,475,40,41,Warning
888,299,33,67,High Risk
564,115,32,41,Warning
244,582,39,52,Warning
466,270,41,68,Warning
565,84,27,65,Warning
315,276,31,52,Warning
531,579,20,83,High Risk
919,52,22,30,Warning
77,596,36,79,Warning
640,346,44,39,High Risk
642,575,38,61,High Risk
726,132,32,76,Warning
630,203,36,52,Warning
237,119,32,81,Safe
992,413,35,67,High Risk
349,346,40,71,Warning
136,310,36,88,Warning
100,171,40,93,Safe
522,477,21,78,High Risk
662,387,27,73,High Risk
597,438,32,54,High Risk
544,488,22,60,High Risk
472,255,38,55,Warning
699,498,22,84,High Risk
385,324,21,86,Warning
985,454,38,59,High Risk
62,522,39,31,Warning
67,371,34,65,Warning
763,349,21,64,High Risk
754,163,24,63,Warning
408,532,39,80,High Risk
514,172,40,38,Warning
980,297,44,78,High Risk
172,562,26,83,Warning
69,94,23,91,Safe
318,441,29,73,Warning
768,529,43,44,Critical
152,75,42,68,Safe
191,514,31,31,Warning
550,388,23,71,High Risk
667,163,39,36,Warning
248,70,21,34,Safe
608,493,43,93,Critical
668,568,42,88,Critical
970,471,23,49,High Risk
992,238,29,73,High Risk
467,276,23,76,Warning
437,552,26,41,High Risk
632,234,25,53,Warning
680,275,23,31,Warning
804,85,25,69,Warning
861,594,32,35,Critical
513,471,35,81,High Risk
137,161,33,95,Safe
188,219,29,47,Safe
285,161,40,54,Safe
242,416,42,63,Warning
363,538,31,60,High Risk
961,313,30,53,High Risk
996,179,35,63,Warning
201,561,39,33,Warning
976,84,42,87,High Risk
82,113,37,41,Safe
900,81,44,50,High Risk
477,343,20,51,Warning
336,277,36,60,Warning
289,375,29,63,Warning
477,370,25,41,Warning
884,487,30,93,Critical
968,452,27,52,High Risk
152,361,39,77,Warning
946,235,26,37,High Risk
284,104,21,80,Safe
800,391,39,37,High Risk
850,589,34,31,Critical
993,418,44,48,Critical
773,340,40,44,High Risk
995,432,44,65,Critical
453,379,39,85,Warning
496,504,36,33,High Risk
938,520,22,73,Critical
537,542,35,70,High Risk
100,78,45,74,Safe
721,525,38,87,Critical
529,531,42,33,Critical
118,283,33,65,Safe
718,565,34,42,High Risk
517,319,42,52,High Risk
929,371,23,84,High Risk
371,323,32,90,Warning
463,585,35,71,High Risk
290,386,43,43,High Risk
626,371,36,39,High Risk
650,552,37,69,High Risk
524,189,33,51,Warning
940,301,32,78,High Risk
937,254,34,83,High Risk
624,110,33,58,Warning
571,157,28,65,Warning
978,92,43,75,High Risk
411,420,32,75,Warning
306,293,37,37,Warning
877,413,42,65,Critical
604,191,29,78,Warning
873,585,44,90,Critical
885,153,38,89,High Risk
994,291,20,38,High Risk
678,290,45,62,High Risk
264,302,41,52,Warning
353,589,26,49,High Risk
753,490,38,86,Critical
647,284,21,47,Warning
632,325,39,90,High Risk
681,529,44,90,Critical
449,478,33,52,Warning
293,458,25,52,Warning
857,259,42,91,Critical
170,214,24,80,Safe
153,161,28,54,Safe
818,263,36,85,High Risk
349,497,25,75,Warning
302,536,33,80,High Risk
78,419,38,92,Warning
703,78,43,65,Warning
717,462,32,58,High Risk
249,339,35,39,Safe
708,552,22,49,High Risk
325,452,36,30,Warning
588,452,44,33,High Risk
365,507,20,87,High Risk
115,557,38,39,Warning
830,292,41,76,High Risk
407,585,22,80,High Risk
406,499,26,65,Warning
454,364,44,49,High Risk
799,332,32,95,High Risk
627,124,27,53,Warning
450,226,40,56,Warning
132,118,36,51,Safe
977,501,37,59,Critical
932,569,30,32,Critical
785,122,23,38,Warning
726,323,26,56,Warning
904,213,43,60,High Risk
619,486,30,84,High Risk
542,538,36,56,High Risk
431,60,21,86,Warning
591,159,29,38,Warning
84,236,35,43,Safe
232,236,30,52,Safe
191,552,40,78,Warning
127,544,23,38,Warning
863,600,20,77,Critical
329,469,35,92,High Risk
592,457,28,41,High Risk
237,588,41,80,High Risk
664,146,41,42,Warning
809,574,29,48,Critical
235,391,25,79,Warning
90,63,20,65,Safe
901,437,20,68,High Risk
582,419,26,40,High Risk
998,113,23,33,Warning
110,482,40,85,Warning
486,149,32,52,Safe
884,389,44,53,Critical
220,101,20,94,Safe
527,508,33,53,High Risk
276,423,29,55,Warning
766,460,25,41,High Risk
911,467,43,62,Critical
89,402,24,33,Warning
502,501,33,69,High Risk
997,566,20,65,Critical
693,198,35,78,Warning
427,373,37,75,Warning
130,452,21,59,Warning
92,595,20,51,Warning
80,160,40,77,Safe
820,196,37,42,Warning
711,288,43,85,High Risk
862,232,36,64,High Risk
267,499,35,61,Warning
646,315,26,55,Warning
727,340,42,35,High Risk
204,451,36,35,Warning
97,76,31,38,Safe
83,556,33,47,Warning
713,589,39,52,High Risk
585,309,26,34,Warning
99,359,22,48,Warning
56,375,26,58,Warning
192,410,36,89,Warning
153,524,33,32,Warning
561,189,24,63,Warning
375,500,21,88,High Risk
658,81,24,46,Warning
388,528,42,69,High Risk
287,423,45,47,High Risk
895,131,35,77,Warning
834,343,25,80,High Risk
369,529,42,70,High Risk
261,509,34,71,High Risk
324,469,20,89,High Risk
388,450,40,84,Warning
693,315,36,52,Warning
663,210,43,88,High Risk
170,191,34,34,Safe
65,239,36,73,Safe
983,395,31,63,High Risk
524,315,25,82,Warning
621,90,28,64,Warning
483,175,41,91,Warning
662,343,33,73,Warning
397,374,40,94,High Risk
735,238,40,84,Warning
348,176,35,93,Warning
842,229,22,72,High Risk
271,372,43,77,High Risk
197,487,25,94,Warning
848,273,35,89,High Risk
889,256,25,86,High Risk
680,409,45,63,High Risk
589,342,33,47,Warning
593,142,44,31,Warning
254,352,31,59,Warning
71,457,30,35,Warning
409,541,42,49,High Risk
316,388,39,62,Warning
883,119,20,73,Warning
827,123,20,90,High Risk
569,345,31,31,Warning
960,167,29,62,Warning
824,140,34,70,Warning
837,273,29,62,High Risk
404,582,36,30,High Risk
344,376,34,56,Warning
695,373,32,92,High Risk
407,91,34,64,Safe
343,552,40,35,High Risk
861,187,23,53,Warning
759,561,40,94,Critical
783,527,26,86,Critical
145,286,23,89,Warning
802,316,28,66,High Risk
345,562,26,77,High Risk
87,588,26,87,High Risk
913,387,25,57,High Risk
79,411,29,78,Warning
500,441,27,76,Warning
701,154,26,38,Warning
966,284,36,92,High Risk
653,174,25,76,Warning
859,408,35,64,High Risk
597,154,26,57,Warning
552,128,39,32,Warning
424,248,20,80,Warning
317,265,40,64,Warning
872,464,31,89,Critical
386,339,39,40,Warning
307,483,38,61,Warning
78,99,28,62,Safe
769,204,39,95,High Risk
987,156,36,45,Warning
780,406,26,76,High Risk
660,365,32,63,High Risk
987,198,45,69,High Risk
912,549,22,86,Critical
532,517,33,48,High Risk
808,293,27,87,High Risk
299,460,33,38,Warning
942,407,45,57,Critical
319,399,26,38,Warning
471,245,28,95,Warning
615,328,24,38,Warning
630,501,28,66,High Risk
979,540,41,90,Critical
717,367,21,31,High Risk
968,79,44,49,High Risk
556,430,25,62,High Risk
956,540,36,90,Critical
157,469,43,34,Warning
188,403,44,49,Warning
601,72,24,47,Warning
236,369,41,59,Warning
446,120,35,92,Warning
189,188,35,53,Safe
254,82,35,63,Safe
479,170,33,53,Safe
276,553,21,42,High Risk
913,131,35,58,Warning
592,254,43,95,High Risk
914,437,26,67,High Risk
117,393,40,51,Warning
562,351,34,70,High Risk
894,116,37,78,Warning
584,212,22,33,Warning
567,460,32,75,High Risk
416,516,34,56,High Risk
232,106,28,67,Safe
726,244,41,71,High Risk
517,484,40,30,High Risk
956,62,29,86,High Risk
501,543,26,75,High Risk
424,407,30,55,Warning
180,211,30,34,Safe
291,209,26,75,Warning
882,197,24,33,Warning
673,579,24,84,High Risk
145,454,41,41,Warning
483,436,21,84,Warning
385,225,36,42,Warning
501,546,22,67,High Risk
999,310,25,64,High Risk
901,226,26,36,High Risk
228,539,44,30,High Risk
567,208,34,62,Warning
314,125,37,65,Safe
511,458,38,49,High Risk
234,535,39,35,Warning
969,502,33,50,Critical
842,375,38,61,High Risk
658,508,44,82,Critical
572,428,34,92,High Risk
667,163,44,32,Warning
686,247,35,93,High Risk
547,537,43,88,Critical
543,285,37,30,Warning
91,50,26,76,Safe
735,223,27,57,Warning
95,267,33,42,Safe
499,412,25,92,High Risk
240,306,20,67,Safe
907,242,33,80,High Risk
409,482,33,85,Warning
228,284,38,87,Warning
916,172,34,79,Warning
551,456,28,72,High Risk
979,58,25,79,Warning
626,407,31,68,High Risk
217,168,27,73,Safe
479,486,31,93,High Risk
433,591,43,38,High Risk
97,286,25,95,Warning
797,350,26,64,High Risk
845,509,38,68,Critical
382,165,34,91,Warning
369,268,20,72,Warning
310,220,24,53,Warning
816,413,27,35,High Risk
935,445,39,85,High Risk
640,452,21,90,High Risk
271,408,36,42,Warning
213,299,40,86,Warning
528,118,31,41,Warning
461,420,24,34,Warning
836,268,30,81,High Risk
753,116,41,74,High Risk
709,240,26,48,Warning
357,130,30,67,Safe
653,427,27,34,High Risk
389,514,38,61,High Risk
83,93,27,58,Safe
894,374,30,75,High Risk
431,450,22,71,Warning
974,102,35,77,Warning
560,91,44,48,Warning
662,200,20,50,Warning
928,256,28,32,High Risk
453,577,25,70,High Risk
65,582,37,89,High Risk
763,225,27,76,High Risk
510,243,44,49,High Risk
959,56,43,81,High Risk
696,290,21,33,Warning
659,232,37,35,Warning
917,164,21,36,Warning
358,331,26,41,Warning
148,116,20,52,Safe
330,492,30,71,Warning
790,598,21,48,Critical
159,158,22,77,Safe
543,516,28,58,High Risk
971,345,20,60,High Risk
525,352,30,30,High Risk
205,320,20,94,Warning
120,507,43,61,High Risk
181,587,33,49,Warning
494,237,45,87,High Risk
573,189,38,85,Warning
950,75,37,74,Warning
159,52,29,54,Safe
453,517,32,67,High Risk
903,297,20,41,High Risk
967,375,24,74,High Risk
743,574,31,74,High Risk
253,470,33,88,High Risk
409,143,40,65,Safe
366,184,39,95,Warning
655,269,26,59,Warning
630,301,21,58,Warning
949,534,36,71,Critical
645,432,29,41,High Risk
122,333,22,65,Safe
376,395,23,30,Warning
117,519,31,43,Warning
110,72,24,83,Safe
549,508,39,68,High Risk
828,171,21,66,Warning
384,106,26,84,Safe
710,363,21,70,High Risk
676,577,29,87,Critical
60,544,24,91,High Risk
386,294,21,67,Warning
108,292,45,41,Warning
329,389,23,56,Warning
244,401,45,34,Warning
566,452,21,51,High Risk
927,516,20,80,Critical
305,159,42,45,Warning
430,553,26,95,High Risk
846,337,38,37,High Risk
332,457,20,72,Warning
852,168,39,90,High Risk
922,510,30,34,Critical
801,202,21,71,High Risk
497,164,44,75,Warning
626,439,25,95,High Risk
155,312,34,69,Safe
791,566,31,43,Critical
651,384,24,52,High Risk
285,257,30,77,Warning
81,110,29,67,Safe
657,260,38,83,Warning
838,95,40,72,Warning
922,212,44,56,High Risk
804,440,33,77,High Risk
108,123,39,48,Safe
448,419,43,74,High Risk
530,492,40,30,High Risk
753,317,44,61,High Risk
133,342,32,62,Safe
779,504,27,41,Critical
783,510,37,38,Critical
401,81,26,51,Safe
215,415,33,73,Warning
224,329,35,69,Safe
234,154,30,61,Safe
929,199,26,30,Warning
52,485,41,34,Warning
704,384,34,58,High Risk
149,451,20,88,Warning
78,425,25,58,Warning
181,460,36,62,Warning
775,466,31,53,High Risk
128,70,26,78,Safe
766,134,30,82,Warning
703,394,26,94,High Risk
283,522,22,55,High Risk
904,319,45,85,High Risk
540,367,42,60,High Risk
691,591,43,43,Critical
50,96,44,47,Safe
965,306,20,92,High Risk
465,459,35,48,Warning
769,207,35,82,High Risk
285,409,24,54,Warning
95,85,24,94,Safe
116,555,37,79,Warning
698,382,31,91,High Risk
524,183,41,37,Warning
938,321,24,48,High Risk
222,545,29,74,Warning
706,335,30,56,Warning
389,52,33,47,Safe
137,200,25,30,Safe
749,125,27,40,Warning
641,386,44,49,High Risk
858,222,24,37,High Risk
495,394,24,83,Warning
251,482,42,75,High Risk
529,458,31,33,High Risk
910,284,31,86,High Risk
745,246,24,59,Warning
586,90,37,71,Warning
164,462,20,53,Warning
319,563,32,47,High Risk
591,382,34,52,High Risk
689,421,34,67,High Risk
169,548,43,36,High Risk
724,427,25,60,High Risk
111,63,21,32,Safe
82,317,25,64,Safe
236,531,31,55,Warning
245,540,25,46,Warning
457,271,21,64,Warning
129,569,43,62,High Risk
135,176,33,86,Safe
742,192,22,33,Warning
347,53,30,91,Warning
440,212,26,60,Warning
251,324,28,56,Warning
290,141,37,68,Safe
150,262,40,69,Safe
724,578,24,57,High Risk
545,451,38,39,High Risk
302,188,24,51,Safe
952,523,35,65,Critical
390,175,23,78,Safe
978,307,28,82,High Risk
135,420,44,55,Warning
437,422,30,94,High Risk
710,233,37,80,Warning
789,511,44,40,Critical
341,151,21,55,Safe
836,150,25,82,Warning
510,58,21,87,Warning
211,447,36,39,Warning
129,407,29,67,Warning
820,439,44,81,Critical
330,314,43,61,Warning
622,285,29,58,Warning
381,512,23,74,High Risk
211,166,41,87,Warning
142,439,43,38,Warning
282,465,34,53,Warning
160,201,30,87,Warning
607,474,37,73,High Risk
179,385,25,92,Warning
238,282,44,76,Warning
412,479,32,75,Warning
948,361,43,50,Critical
525,469,31,41,High Risk
531,328,40,83,Warning
115,491,40,40,Warning
259,64,26,46,Safe
408,491,43,52,High Risk
817,361,40,42,High Risk
124,261,27,57,Safe
328,165,20,80,Safe
148,275,27,86,Warning
778,384,21,48,High Risk
401,295,37,87,Warning
955,497,44,58,Critical
188,71,23,53,Safe
486,304,37,81,Warning
455,116,29,85,Safe
818,280,44,77,High Risk
445,588,33,60,High Risk
482,514,26,34,High Risk
52,363,27,51,Warning
152,184,45,88,Warning
514,371,44,31,High Risk
903,543,22,74,Critical
674,518,24,51,High Risk
993,89,43,74,High Risk
533,185,25,91,Warning
439,412,45,69,High Risk
526,162,41,55,Warning
376,72,35,71,Safe
465,419,34,90,High Risk
67,285,30,58,Safe
195,255,28,51,Safe
216,531,28,54,Warning
752,600,40,69,Critical
125,252,22,78,Safe
493,214,24,54,Warning
159,55,42,87,Warning
896,234,39,74,High Risk
113,243,35,36,Safe
871,348,20,36,High Risk
251,290,30,48,Warning
517,167,26,40,Warning
720,485,31,56,High Risk
854,118,22,57,Warning
338,342,36,34,Warning
842,482,23,90,Critical
78,448,36,85,Warning
117,356,37,38,Warning
704,486,42,69,High Risk
793,297,44,51,High Risk
923,304,41,85,High Risk
413,267,33,67,Warning
833,562,33,95,Critical
226,398,30,65,Warning
171,92,36,30,Safe
894,454,21,80,High Risk
671,339,31,63,Warning
687,102,28,88,Warning
759,272,33,95,High Risk
249,177,27,57,Safe
401,495,34,76,Warning
489,475,36,33,Warning
456,277,38,40,Warning
684,319,23,82,Warning
901,586,45,35,Critical
448,52,23,89,Warning
542,181,33,79,Warning
533,517,31,95,Critical
431,284,41,42,Warning
565,597,37,43,High Risk
130,378,30,93,Warning
439,231,25,59,Warning
760,412,41,69,Critical
922,114,37,91,High Risk
598,577,29,42,High Risk
715,540,43,56,Critical
405,318,24,83,Warning
452,598,34,85,High Risk
667,583,30,43,High Risk
800,565,27,69,Critical
139,58,22,48,Safe
287,166,22,50,Safe
419,111,35,31,Safe
923,82,40,31,Warning
765,553,40,73,Critical
331,379,29,78,Warning
679,232,37,87,High Risk
149,437,38,39,Warning
578,496,31,90,High Risk
477,554,20,59,High Risk
334,497,37,94,High Risk
178,500,22,68,Warning
63,205,26,95,Warning
595,368,45,63,High Risk
110,443,33,36,Warning
483,117,41,54,Warning
307,563,37,35,High Risk
622,445,43,60,High Risk
690,391,45,65,High Risk
369,467,37,70,Warning
435,89,39,43,Safe
954,93,25,66,Warning
941,447,25,44,High Risk
462,345,21,87,Warning
702,486,43,46,High Risk
634,194,42,74,Warning
69,532,33,88,High Risk
181,334,40,91,Warning
324,165,39,85,Safe
748,216,28,82,Warning
124,411,27,32,Warning
677,195,21,54,Warning
749,426,22,62,High Risk
189,275,20,50,Safe
928,499,38,67,High Risk
228,569,23,79,Warning
377,448,32,69,Warning
147,484,37,32,Warning
177,273,28,63,Safe
107,363,23,59,Warning
244,400,21,75,Warning
185,457,27,36,Warning
687,490,25,31,High Risk
547,375,41,45,High Risk
614,391,21,64,High Risk
947,195,44,30,High Risk
230,227,27,46,Safe
152,88,36,61,Safe
877,114,26,57,Warning
701,513,25,88,Critical
853,450,35,77,High Risk
988,160,32,71,Warning
566,251,45,64,High Risk
640,558,25,68,High Risk
90,115,25,64,Safe
240,352,32,70,Warning
856,507,33,33,Critical
837,512,30,54,Critical
695,332,40,59,Warning
169,311,35,72,Safe
275,550,38,67,High Risk
394,78,21,93,Warning
531,65,35,39,Warning
110,350,36,41,Safe
977,503,36,36,Critical
221,210,34,43,Safe
946,256,34,66,High Risk
157,388,31,62,Warning
419,77,35,35,Safe
389,495,26,40,Warning
627,114,26,85,Warning
84,303,38,55,Safe
119,181,37,68,Safe
842,476,25,59,High Risk
890,216,38,42,High Risk
394,144,42,94,Warning
685,127,32,32,Warning
474,553,30,84,High Risk
113,153,24,33,Safe
421,176,28,89,Warning
404,398,26,54,Warning
317,527,45,58,High Risk
92,131,42,91,Warning
987,546,23,47,Critical
399,239,27,40,Warning
459,189,24,51,Safe
588,176,43,83,Warning
339,320,44,40,Warning
446,504,25,49,High Risk
477,55,42,89,Warning
366,272,31,85,Warning
983,529,39,58,Critical
838,273,40,91,High Risk
801,426,39,68,High Risk
510,151,42,83,Warning
553,579,41,59,Critical
946,131,27,93,High Risk
354,472,44,59,High Risk
968,470,22,83,High Risk
624,59,43,74,Warning
863,262,20,64,High Risk
108,357,43,62,Warning
356,504,44,47,High Risk
676,156,40,59,Warning
826,430,41,61,Critical
764,77,27,46,Warning
779,365,41,52,Critical
694,315,22,93,High Risk
704,125,45,46,Warning
243,491,44,62,Warning
992,366,28,73,High Risk
528,405,40,65,High Risk
506,256,32,70,Warning
962,313,29,55,High Risk
96,336,27,68,Safe
782,158,39,56,Warning
786,548,39,89,Critical
762,92,35,70,Warning
520,137,24,71,Warning
924,209,21,95,High Risk
387,358,38,95,High Risk
411,587,34,40,High Risk
116,361,37,51,Warning
853,407,30,42,High Risk
578,397,45,71,High Risk
804,263,44,93,Critical
135,260,25,69,Safe
342,503,27,57,High Risk
325,439,38,34,Warning
258,308,20,83,Warning
823,392,31,75,High Risk
153,532,37,40,Warning
820,297,31,84,High Risk
783,426,35,85,High Risk
441,274,29,60,Warning
930,240,24,73,High Risk
320,212,36,34,Warning
676,569,38,40,High Risk
626,558,45,70,Critical
689,394,30,81,High Risk
873,479,29,39,High Risk
230,360,34,61,Warning
308,408,24,32,Warning
391,315,20,54,Warning
118,351,43,58,Warning
209,313,37,75,Safe
